STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES
KERALA,WAYANADU,2001,15,11,35,0,35,1,1,0,0,56,3,59,0
KERALA,TOTAL,2001,472,615,562,0,562,183,97,86,27,1942,81,2561,0
MADHYA PRADESH,BALAGHAT,2001,56,43,87,0,87,11,11,0,3,157,12,72,0
MADHYA PRADESH,BARWANI,2001,41,30,34,0,34,2,2,0,5,81,9,18,0
MADHYA PRADESH,BETUL,2001,56,48,95,0,95,19,16,3,7,135,4,71,0
MADHYA PRADESH,BHIND,2001,63,97,31,0,31,47,20,27,34,80,2,54,0
MADHYA PRADESH,BHOPAL,2001,61,109,106,0,106,55,48,7,15,252,56,132,0
MADHYA PRADESH,BHOPAL RLY.,2001,5,3,1,0,1,2,2,0,0,10,3,0,0
MADHYA PRADESH,CHHATARPUR,2001,54,72,65,0,65,28,23,5,20,193,10,46,0
MADHYA PRADESH,CHHINDWARA,2001,78,51,93,0,93,18,16,2,10,203,32,109,0
MADHYA PRADESH,DAMOH,2001,43,78,66,0,66,18,10,8,28,189,0,58,0
MADHYA PRADESH,DATIYA,2001,53,55,12,0,12,25,8,17,8,57,0,18,0
MADHYA PRADESH,DEWAS,2001,50,112,78,0,78,20,11,9,15,279,80,96,0
MADHYA PRADESH,DHAR,2001,89,99,68,0,68,22,18,4,41,168,21,88,0
MADHYA PRADESH,DINDORI,2001,13,4,20,0,20,2,2,0,0,53,6,4,0
MADHYA PRADESH,GUNA,2001,71,72,124,0,124,17,15,2,7,317,22,95,0
MADHYA PRADESH,GWALIOR,2001,84,168,59,0,59,46,22,24,20,139,8,49,0
MADHYA PRADESH,HARDA,2001,14,12,28,0,28,2,2,0,9,35,0,27,0
MADHYA PRADESH,HOSHANGABAD,2001,53,57,65,0,65,16,13,3,9,109,6,31,0
MADHYA PRADESH,INDORE,2001,111,133,84,0,84,50,35,15,25,215,63,161,0
MADHYA PRADESH,INDORE RLY.,2001,6,4,2,0,2,0,0,0,0,5,1,0,0
MADHYA PRADESH,JABALPUR,2001,103,167,108,0,108,33,20,13,28,264,50,81,0
MADHYA PRADESH,JABALPUR RLY.,2001,3,0,0,0,0,0,0,0,1,4,0,0,0
MADHYA PRADESH,JHABUA,2001,124,119,44,0,44,83,80,3,5,127,4,24,0
MADHYA PRADESH,KATNI,2001,51,37,25,0,25,9,3,6,11,106,12,59,0
MADHYA PRADESH,KHANDWA,2001,41,46,63,0,63,14,12,2,11,184,15,49,0
MADHYA PRADESH,KHARGON,2001,47,41,47,0,47,15,14,1,5,164,29,21,0
MADHYA PRADESH,MANDLA,2001,35,13,64,0,64,9,9,0,4,151,19,46,0
MADHYA PRADESH,MANDSAUR,2001,28,33,41,0,41,15,8,7,4,102,11,30,0
MADHYA PRADESH,MORENA,2001,63,99,35,0,35,35,18,17,29,77,2,34,0
MADHYA PRADESH,NARSINGHPUR,2001,38,49,70,0,70,7,4,3,22,156,16,40,0
MADHYA PRADESH,NEEMUCH,2001,17,18,37,0,37,16,7,9,1,83,18,62,0
MADHYA PRADESH,PANNA,2001,24,26,44,0,44,11,10,1,19,104,2,31,0
MADHYA PRADESH,RAISEN,2001,39,79,79,0,79,11,9,2,20,194,31,50,0
MADHYA PRADESH,RAJGARH,2001,42,68,95,0,95,12,9,3,7,196,26,49,0
MADHYA PRADESH,RATLAM,2001,58,60,70,0,70,21,13,8,4,125,28,53,0
MADHYA PRADESH,REWA,2001,53,54,31,0,31,26,18,8,18,105,2,56,0
MADHYA PRADESH,SAGAR,2001,84,122,141,0,141,30,16,14,29,509,0,142,0
MADHYA PRADESH,SATNA,2001,49,48,58,0,58,16,5,11,19,157,6,65,0
MADHYA PRADESH,SEONI,2001,40,25,52,0,52,3,2,1,10,106,23,25,0
MADHYA PRADESH,SHAHDOL,2001,57,28,63,0,63,13,13,0,9,216,3,87,0
MADHYA PRADESH,SHAJAPUR,2001,42,46,90,0,90,13,8,5,8,153,36,65,0
MADHYA PRADESH,SHEOPUR,2001,24,30,21,0,21,18,3,15,6,52,0,14,0
MADHYA PRADESH,SHIVPURI,2001,88,63,72,0,72,20,11,9,14,172,2,26,0
MADHYA PRADESH,SIDHI,2001,36,21,42,0,42,33,30,3,27,105,2,66,0
MADHYA PRADESH,SIHORE,2001,35,54,59,0,59,29,27,2,5,130,17,45,0
MADHYA PRADESH,TIKAMGARH,2001,53,46,86,0,86,7,4,3,15,177,2,27,0
MADHYA PRADESH,UJJAIN,2001,84,163,59,0,59,44,33,11,7,161,33,109,0
MADHYA PRADESH,UMARIYA,2001,19,12,25,0,25,3,2,1,2,61,5,21,0
MADHYA PRADESH,VIDISHA,2001,47,56,112,0,112,10,6,4,13,245,22,56,0
MADHYA PRADESH,TOTAL,2001,2425,2870,2851,0,2851,956,668,288,609,7063,751,2562,0
MAHARASHTRA,AHMEDNAGAR,2001,97,41,44,0,44,37,25,12,0,74,2,496,0
MAHARASHTRA,AKOLA,2001,64,41,15,0,15,15,14,1,2,109,7,189,0
MAHARASHTRA,AMRAVATI COMMR.,2001,44,29,23,0,23,27,23,4,10,43,26,55,0
MAHARASHTRA,AMRAVATI RURAL,2001,72,23,42,0,42,29,25,4,4,99,38,92,0
MAHARASHTRA,AURANGABAD COMMR.,2001,36,27,14,0,14,19,14,5,4,33,12,102,0
MAHARASHTRA,AURANGABAD RURAL,2001,61,12,28,0,28,16,6,10,6,53,12,247,0
MAHARASHTRA,BEED,2001,68,43,22,0,22,25,15,10,2,78,15,177,0
MAHARASHTRA,BHANDARA,2001,32,22,39,0,39,4,1,3,5,71,37,60,0
MAHARASHTRA,BULDHANA,2001,49,32,22,0,22,22,18,4,35,118,21,223,0
MAHARASHTRA,CHANDRAPUR,2001,49,26,43,0,43,10,7,3,2,102,28,144,0
MAHARASHTRA,DHULE,2001,48,25,16,0,16,6,6,0,6,17,8,127,0
MAHARASHTRA,GADCHIROLI,2001,47,24,27,0,27,7,6,1,0,55,17,57,0
MAHARASHTRA,GONDIA,2001,41,17,23,0,23,17,17,0,4,85,22,80,0
MAHARASHTRA,HINGOLI,2001,36,27,20,0,20,9,8,1,2,44,4,134,0
MAHARASHTRA,JALGAON,2001,83,44,19,0,19,16,12,4,5,76,31,389,0
MAHARASHTRA,JALNA,2001,43,24,16,0,16,12,8,4,5,56,7,172,0
MAHARASHTRA,KOLHAPUR,2001,54,33,26,0,26,21,13,8,19,46,7,80,0
MAHARASHTRA,LATUR,2001,42,17,7,0,7,22,22,0,38,50,7,150,0
MAHARASHTRA,MUMBAI,2001,295,200,127,0,127,148,12,136,18,274,44,198,0
MAHARASHTRA,MUMBAI RLY.,2001,12,9,2,0,2,1,0,1,0,5,0,0,0
MAHARASHTRA,NAGPUR COMMR.,2001,112,70,39,0,39,64,51,13,7,75,56,218,0
MAHARASHTRA,NAGPUR RLY.,2001,12,1,2,0,2,0,0,0,2,4,0,0,0
MAHARASHTRA,NAGPUR RURAL,2001,101,56,81,0,81,23,16,7,3,131,294,141,0
MAHARASHTRA,NANDED,2001,80,66,23,0,23,41,36,5,21,85,22,202,0
MAHARASHTRA,NANDURBAR,2001,44,20,16,0,16,6,6,0,2,27,1,78,0
MAHARASHTRA,NASIK COMMR.,2001,25,14,9,0,9,14,9,5,3,19,2,99,0
MAHARASHTRA,NASIK RURAL,2001,92,54,39,0,39,17,10,7,7,74,37,339,0
MAHARASHTRA,NAVI MUMBAI,2001,34,18,17,0,17,19,7,12,5,23,5,57,0
MAHARASHTRA,OSMANABAD,2001,48,13,16,0,16,8,7,1,2,52,6,102,0
MAHARASHTRA,PARBHANI,2001,49,28,25,0,25,22,16,6,1,57,10,120,0
MAHARASHTRA,PUNE COMMR.,2001,71,44,56,0,56,46,28,18,2,54,105,147,1
MAHARASHTRA,PUNE RLY.,2001,4,1,0,0,0,0,0,0,0,3,0,0,0
MAHARASHTRA,PUNE RURAL,2001,119,41,42,0,42,24,17,7,5,64,11,165,0
MAHARASHTRA,RAIGAD,2001,53,11,20,0,20,8,1,7,1,29,7,55,0
MAHARASHTRA,RATNAGIRI,2001,17,5,10,0,10,8,4,4,0,32,19,62,0
MAHARASHTRA,SANGLI,2001,85,24,32,0,32,18,8,10,12,54,22,96,0
MAHARASHTRA,SATARA,2001,57,19,32,0,32,12,7,5,13,49,9,179,0
MAHARASHTRA,SINDHUDURG,2001,14,4,7,0,7,2,2,0,0,20,13,8,0
MAHARASHTRA,SOLAPUR COMMR.,2001,30,14,16,0,16,15,11,4,6,15,4,62,0
MAHARASHTRA,SOLAPUR RURAL,2001,101,30,35,0,35,23,14,9,6,40,12,90,0
MAHARASHTRA,THANE COMMR.,2001,133,81,39,0,39,62,37,25,6,69,43,212,0
MAHARASHTRA,THANE RURAL,2001,140,33,65,0,65,28,16,12,6,76,25,104,0
MAHARASHTRA,WARDHA,2001,60,25,35,0,35,12,12,0,9,98,35,89,0
MAHARASHTRA,WASHIM,2001,29,21,15,0,15,13,13,0,10,60,10,116,0
MAHARASHTRA,YAVATMAL,2001,56,45,56,0,56,37,31,6,12,125,27,177,0
MAHARASHTRA,TOTAL,2001,2839,1454,1302,0,1302,985,611,374,308,2823,1120,6090,1
MANIPUR,BISHNUPUR,2001,29,25,1,0,1,3,3,0,0,0,0,1,0
MANIPUR,CHANDEL,2001,7,7,0,0,0,1,1,0,0,0,0,0,0
MANIPUR,CHURACHANDPUR,2001,35,21,1,0,1,0,0,0,0,0,0,0,0
MANIPUR,IMPHAL(EAST),2001,29,29,7,0,7,13,6,7,0,2,0,1,0
MANIPUR,IMPHAL(WEST),2001,44,42,7,0,7,48,37,11,0,17,0,3,0
MANIPUR,SENAPATI,2001,27,10,0,0,0,6,0,6,0,0,0,0,0
MANIPUR,TAMENGLONG,2001,2,1,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,THOUBAL,2001,32,32,4,0,4,22,14,8,0,1,0,0,0
MANIPUR,UKHRUL,2001,4,1,0,0,0,1,1,0,0,1,0,0,0
MANIPUR,TOTAL,2001,209,168,20,0,20,94,62,32,0,21,0,5,0
MEGHALAYA,GARO HILLS EAST,2001,16,9,2,0,2,5,0,5,0,2,0,0,0
MEGHALAYA,GARO HILLS SOUTH,2001,6,3,1,0,1,2,0,2,0,0,0,1,0
MEGHALAYA,GARO HILLS WEST,2001,19,3,5,0,5,14,0,14,0,8,0,0,0
MEGHALAYA,JAINTIA HILLS,2001,35,3,7,0,7,6,4,2,0,3,0,0,0
MEGHALAYA,KHASI HILLS EAST,2001,50,25,5,0,5,20,5,15,0,8,0,3,0
MEGHALAYA,KHASI HILLS WEST,2001,16,2,4,0,4,0,0,0,0,2,0,0,0
MEGHALAYA,RI-BHOI,2001,22,2,2,0,2,8,2,6,0,2,0,0,0
MEGHALAYA,TOTAL,2001,164,47,26,0,26,55,11,44,0,25,0,4,0
MIZORAM,AIZAWL,2001,12,6,26,0,26,0,0,0,0,13,0,1,0
MIZORAM,CHAMPHAI,2001,2,1,7,0,7,1,0,1,0,7,0,0,0
MIZORAM,KOLASIB,2001,3,1,6,0,6,0,0,0,0,15,0,0,0
MIZORAM,LAWNGTLAI,2001,2,0,2,0,2,0,0,0,0,0,0,0,0
MIZORAM,LUNGLEI,2001,5,4,3,0,3,0,0,0,0,11,0,0,0
MIZORAM,MAMIT,2001,4,0,0,0,0,0,0,0,0,0,0,15,2
MIZORAM,SAIHA,2001,2,2,3,0,3,0,0,0,0,6,0,0,0
MIZORAM,SERCHHIP,2001,1,1,5,0,5,1,1,0,0,0,0,0,1
MIZORAM,TOTAL,2001,31,15,52,0,52,2,1,1,0,52,0,16,3
NAGALAND,DIMAPUR,2001,36,5,4,0,4,13,4,9,0,0,0,0,0
NAGALAND,KIPHIRE,2001,1,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,KOHIMA,2001,25,16,6,0,6,3,0,3,0,6,0,0,0
NAGALAND,MOKOKCHUNG,2001,12,2,1,0,1,1,0,1,0,0,0,0,0
NAGALAND,MON,2001,3,3,2,0,2,2,2,0,0,0,0,0,0
NAGALAND,PEREN,2001,0,2,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,PHEK,2001,7,4,1,0,1,2,0,2,0,0,0,0,0
NAGALAND,TUENSANG,2001,1,3,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,WOKHA,2001,12,3,1,0,1,2,0,2,0,0,0,0,0
NAGALAND,ZUNHEBOTO,2001,4,1,2,0,2,0,0,0,0,0,0,0,0
NAGALAND,TOTAL,2001,101,39,17,0,17,23,6,17,0,6,0,0,0
ODISHA,ANGUL,2001,39,27,33,0,33,5,5,0,8,90,0,53,0
ODISHA,BALASORE,2001,17,10,58,0,58,37,32,5,36,92,9,68,0
ODISHA,BARAGARH,2001,23,36,19,0,19,8,8,0,0,41,2,30,0
ODISHA,BERHAMPUR,2001,23,52,10,0,10,13,10,3,4,41,6,29,0
ODISHA,BHADRAK,2001,27,10,35,0,35,20,18,2,23,29,5,79,0
ODISHA,BOLANGIR,2001,32,10,19,0,19,16,16,0,4,91,11,61,0
ODISHA,BOUDH,2001,9,6,6,0,6,5,5,0,1,21,3,6,0
ODISHA,CUTTACK,2001,35,143,34,0,34,43,33,10,39,42,1,125,0
ODISHA,DEOGARH,2001,16,2,8,0,8,4,4,0,2,33,0,8,0
ODISHA,DHENKANAL,2001,25,30,15,0,15,14,7,7,14,82,5,31,0
ODISHA,GAJAPATI,2001,19,7,10,0,10,5,3,2,1,13,2,7,0
ODISHA,GANJAM,2001,58,92,22,0,22,14,10,4,1,102,6,9,0
ODISHA,JAGATSINGHPUR,2001,26,21,12,0,12,21,16,5,16,13,2,30,0
ODISHA,JAJPUR,2001,21,16,24,0,24,14,14,0,16,16,3,42,0
ODISHA,JHARSUGUDA,2001,15,29,12,0,12,5,5,0,4,39,1,13,0
ODISHA,KALAHANDI,2001,29,34,30,0,30,17,17,0,0,22,5,9,0
ODISHA,KANDHAMAL,2001,24,10,34,0,34,25,25,0,4,95,15,29,0
ODISHA,KENDRAPARA,2001,24,36,11,0,11,15,15,0,24,66,176,57,0
ODISHA,KEONJHAR,2001,62,31,38,0,38,19,19,0,4,127,16,41,0
ODISHA,KHURDA,2001,46,85,65,0,65,39,32,7,11,28,9,171,0
ODISHA,KORAPUT,2001,39,30,38,0,38,13,13,0,7,56,124,132,0
ODISHA,MALKANGIR,2001,36,27,14,0,14,6,5,1,0,27,0,12,0
ODISHA,MAYURBHANJ,2001,74,45,77,0,77,31,31,0,19,141,0,74,0
ODISHA,NAYAGARH,2001,26,43,17,0,17,23,18,5,14,11,3,9,0
ODISHA,NOWRANGPUR,2001,19,22,13,0,13,11,3,8,0,41,7,13,0
ODISHA,NUAPADA,2001,13,2,9,0,9,4,2,2,0,16,5,17,0
ODISHA,PURI,2001,25,96,41,0,41,32,24,8,29,13,0,32,0
ODISHA,RAYAGADA,2001,35,17,9,0,9,6,0,6,1,33,2,26,0
ODISHA,ROURKELA,2001,20,22,12,0,12,6,6,0,2,35,13,17,0
ODISHA,SAMBALPUR,2001,39,90,18,0,18,13,9,4,0,82,9,18,0
ODISHA,SONEPUR,2001,9,20,8,0,8,4,4,0,6,28,4,11,0
ODISHA,SRP(CUTTACK),2001,3,3,1,0,1,5,3,2,0,5,4,0,0
ODISHA,SRP(ROURKELA),2001,7,1,2,0,2,3,3,0,0,2,0,0,0
ODISHA,SUNDARGARH,2001,72,46,36,0,36,26,19,7,4,82,10,7,0
ODISHA,TOTAL,2001,987,1151,790,0,790,522,434,88,294,1655,458,1266,0
PUNJAB,AMRITSAR,2001,36,43,9,0,9,34,26,8,7,9,0,77,0
PUNJAB,BARNALA,2001,15,29,12,0,12,16,13,3,6,13,0,24,0
PUNJAB,BATALA,2001,18,24,8,0,8,6,4,2,6,1,0,19,0
PUNJAB,BHATINDA,2001,25,38,13,0,13,15,9,6,4,15,0,57,0
PUNJAB,FARIDKOT,2001,12,7,6,0,6,11,7,4,4,11,0,20,0
PUNJAB,FATEHGARH SAHIB,2001,16,23,11,0,11,12,6,6,4,4,1,7,0
PUNJAB,FEROZEPUR,2001,50,53,22,0,22,12,7,5,11,17,0,22,0
PUNJAB,G.R.P,2001,10,0,0,0,0,0,0,0,3,1,0,0,0
PUNJAB,GURDASPUR,2001,22,20,12,0,12,17,14,3,6,4,0,21,0
PUNJAB,HOSHIARPUR,2001,47,30,19,0,19,20,13,7,12,13,0,46,0
PUNJAB,JAGRAON,2001,27,33,19,0,19,19,11,8,7,3,2,27,0
PUNJAB,JALANDHAR,2001,74,72,21,0,21,70,49,21,17,16,2,104,0
PUNJAB,KAPURTHALA,2001,20,24,8,0,8,17,9,8,2,20,0,34,0
PUNJAB,KHANNA,2001,17,17,6,0,6,4,1,3,4,0,0,15,0
PUNJAB,LUDHIANA,2001,74,68,38,0,38,88,46,42,11,46,13,249,0
PUNJAB,MAJITHA,2001,26,25,9,0,9,10,6,4,9,8,0,20,0
PUNJAB,MANSA,2001,25,21,6,0,6,5,4,1,2,3,0,3,0
PUNJAB,MOGA,2001,23,32,11,0,11,14,9,5,6,8,2,25,0
PUNJAB,MUKTSAR,2001,19,27,3,0,3,3,2,1,1,2,0,16,0
PUNJAB,NAWAN SHAHR,2001,17,19,11,0,11,13,8,5,4,8,0,14,0
PUNJAB,PATIALA,2001,56,74,23,0,23,60,46,14,10,128,19,232,0
PUNJAB,ROPAR,2001,26,19,6,0,6,24,6,18,5,13,4,33,0
PUNJAB,SANGRUR,2001,46,45,15,0,15,28,18,10,10,18,4,36,0
PUNJAB,TARN TARAN,2001,37,46,10,0,10,15,10,5,8,11,0,27,0
PUNJAB,TOTAL,2001,738,789,298,0,298,513,324,189,159,372,47,1128,0
RAJASTHAN,AJMER,2001,39,47,16,0,16,133,125,8,12,95,0,236,0
RAJASTHAN,ALWAR,2001,85,83,34,0,34,119,87,32,43,124,0,235,0
RAJASTHAN,BANSWARA,2001,40,24,90,0,90,61,59,2,10,112,1,151,0
RAJASTHAN,BARAN,2001,36,95,81,0,81,96,94,2,3,219,5,124,0
RAJASTHAN,BARMER,2001,11,26,13,0,13,21,14,7,13,71,0,45,0
RAJASTHAN,BHARATPUR,2001,75,98,48,0,48,126,103,23,24,77,0,209,0
RAJASTHAN,BHILWARA,2001,34,54,42,0,42,223,223,0,5,126,3,312,0
RAJASTHAN,BIKANER,2001,21,101,35,0,35,36,34,2,13,53,0,153,0
RAJASTHAN,BUNDI,2001,33,72,36,0,36,120,103,17,2,164,6,157,0
RAJASTHAN,CHITTORGARH,2001,41,59,67,0,67,206,169,37,7,112,5,384,0
RAJASTHAN,CHURU,2001,26,40,24,0,24,26,14,12,8,73,3,174,0
RAJASTHAN,DAUSA,2001,28,21,9,0,9,40,26,14,8,31,0,60,0
RAJASTHAN,DHOLPUR,2001,42,76,24,0,24,43,33,10,21,34,0,93,0
RAJASTHAN,DUNGARPUR,2001,31,9,17,0,17,54,50,4,3,56,0,60,0
RAJASTHAN,G.R.P.,2001,3,2,1,0,1,7,4,3,0,14,0,0,0
RAJASTHAN,GANGANAGAR,2001,51,97,55,0,55,79,65,14,13,118,2,375,0
RAJASTHAN,HANUMANGARH,2001,56,83,35,0,35,49,22,27,20,98,0,241,0
RAJASTHAN,JAIPUR,2001,91,90,61,0,61,247,203,44,29,179,1,453,0
RAJASTHAN,JAISALMER,2001,9,0,2,0,2,8,7,1,3,21,0,16,0
RAJASTHAN,JALORE,2001,17,35,10,0,10,32,20,12,12,61,0,96,0
RAJASTHAN,JHALAWAR,2001,38,99,65,0,65,89,57,32,8,144,10,224,0
RAJASTHAN,JHUNJHUNU,2001,37,19,19,0,19,45,25,20,0,50,0,125,0
RAJASTHAN,JODHPUR,2001,30,79,20,0,20,78,53,25,12,128,3,263,1
RAJASTHAN,KARAULI,2001,35,0,21,0,21,72,50,22,10,37,0,66,0
RAJASTHAN,KOTA,2001,58,310,50,0,50,146,116,30,17,203,6,319,0
RAJASTHAN,NAGAUR,2001,48,17,22,0,22,59,34,25,14,65,0,102,0
RAJASTHAN,PALI,2001,43,53,25,0,25,77,61,16,15,115,2,196,0
RAJASTHAN,RAJSAMAND,2001,15,16,13,0,13,63,63,0,6,40,1,104,0
RAJASTHAN,SAWAI MADHOPUR,2001,23,19,19,0,19,62,42,20,6,49,0,97,0
RAJASTHAN,SIKAR,2001,46,31,13,0,13,48,22,26,15,28,0,114,0
RAJASTHAN,SIROHI,2001,31,35,22,0,22,24,19,5,8,29,0,79,0
RAJASTHAN,TONK,2001,19,32,17,0,17,68,50,18,7,84,6,142,0
RAJASTHAN,UDAIPUR,2001,67,101,43,0,43,161,118,43,9,68,2,127,0
RAJASTHAN,TOTAL,2001,1259,1923,1049,0,1049,2718,2165,553,376,2878,56,5532,1
SIKKIM,EAST,2001,13,7,7,0,7,4,1,3,0,0,8,0,0
SIKKIM,NORTH,2001,1,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,SOUTH,2001,4,3,1,0,1,1,0,1,0,0,4,0,0
SIKKIM,WEST,2001,1,1,0,0,0,1,1,0,0,0,2,0,0
SIKKIM,TOTAL,2001,19,11,8,0,8,6,2,4,0,0,14,0,0
TAMIL NADU,ARIYALUR,2001,24,41,6,0,6,25,14,11,3,38,4,8,0
TAMIL NADU,CHENGAI,2001,78,98,20,0,20,8,8,0,16,58,8,57,0
TAMIL NADU,CHENNAI,2001,91,298,28,0,28,40,0,40,13,70,209,111,0
TAMIL NADU,CHENNAI RLY.,2001,5,1,0,0,0,0,0,0,0,5,0,2,0
TAMIL NADU,COIMBATORE RURAL,2001,77,49,18,0,18,38,27,11,16,75,25,49,0
TAMIL NADU,COIMBATORE URBAN,2001,16,20,4,0,4,14,10,4,5,19,38,28,0
TAMIL NADU,CUDDALORE,2001,60,177,16,0,16,21,2,19,9,137,50,21,0
TAMIL NADU,DHARMAPURI,2001,88,88,17,0,17,35,30,5,6,65,8,18,0
TAMIL NADU,DINDIGUL,2001,72,74,14,0,14,49,35,14,8,48,11,8,5
TAMIL NADU,ERODE,2001,63,22,9,0,9,45,14,31,4,72,16,25,0
TAMIL NADU,KANCHIPURAM,2001,45,61,21,0,21,13,9,4,6,30,9,12,9
TAMIL NADU,KANYAKUMARI,2001,33,65,6,0,6,13,9,4,5,27,170,29,0
TAMIL NADU,KARUR,2001,28,12,4,0,4,11,8,3,2,21,2,14,0
TAMIL NADU,MADURAI RURAL,2001,64,51,13,0,13,30,23,7,5,52,8,69,0
TAMIL NADU,MADURAI URBAN,2001,34,53,2,0,2,26,18,8,12,20,52,24,0
TAMIL NADU,NAGAPATTINAM,2001,36,74,12,0,12,29,25,4,4,55,13,8,0
TAMIL NADU,NAMAKKAL,2001,36,31,7,0,7,16,16,0,4,39,13,18,0
TAMIL NADU,NILGIRIS,2001,16,15,8,0,8,5,5,0,2,6,5,16,0
TAMIL NADU,PERAMBALUR,2001,10,16,3,0,3,13,11,2,0,18,0,12,0
TAMIL NADU,PUDUKOTTAI,2001,30,30,5,0,5,27,24,3,2,32,4,25,0
TAMIL NADU,RAMNATHAPURAM,2001,33,52,13,0,13,26,17,9,4,59,12,16,0
TAMIL NADU,SALEM RURAL,2001,78,43,8,0,8,35,29,6,8,53,7,7,0
TAMIL NADU,SALEM URBAN,2001,12,14,2,0,2,10,10,0,3,7,13,11,0
TAMIL NADU,SIVAGANGAI,2001,26,51,5,0,5,16,10,6,4,17,2,9,0
TAMIL NADU,THANJAVUR,2001,49,74,0,0,0,55,34,21,0,53,46,31,0
TAMIL NADU,THENI,2001,16,17,4,0,4,18,7,11,4,29,8,9,0
TAMIL NADU,THIRUNELVELI RURAL,2001,74,124,57,0,57,66,53,13,3,155,62,13,0
TAMIL NADU,THIRUNELVELI URBAN,2001,12,49,3,0,3,15,10,5,0,2,21,6,0
TAMIL NADU,THIRUVALLUR,2001,34,56,16,0,16,24,11,13,6,70,17,16,0
TAMIL NADU,THIRUVANNAMALAI,2001,44,34,5,0,5,40,33,7,1,53,9,18,0
TAMIL NADU,THIRUVARUR,2001,31,56,7,0,7,30,26,4,4,50,18,2,0
TAMIL NADU,THOOTHUGUDI,2001,69,98,12,0,12,38,0,38,1,94,47,36,0
TAMIL NADU,TRICHY RLY.,2001,0,0,0,0,0,0,0,0,0,0,3,0,0
TAMIL NADU,TRICHY RURAL,2001,52,40,6,0,6,19,17,2,3,22,5,2,0
TAMIL NADU,TRICHY URBAN,2001,24,19,5,0,5,11,6,5,4,9,51,18,0
TAMIL NADU,VELLORE,2001,78,56,13,0,13,16,0,16,8,54,16,5,0
TAMIL NADU,VILLUPURAM,2001,67,92,37,0,37,53,37,16,14,78,20,42,0
TAMIL NADU,VIRUDHUNAGAR,2001,57,53,17,0,17,22,19,3,2,81,10,20,0
TAMIL NADU,TOTAL,2001,1662,2204,423,0,423,952,607,345,191,1773,1012,815,14
TRIPURA,DHALAI,2001,35,0,11,0,11,15,0,15,2,4,0,11,0
TRIPURA,NORTH,2001,38,11,29,0,29,19,11,8,3,16,0,60,0
TRIPURA,SOUTH,2001,42,4,29,0,29,20,7,13,5,18,0,59,0
TRIPURA,WEST,2001,125,10,33,0,33,39,17,22,6,20,0,97,0
TRIPURA,TOTAL,2001,240,25,102,0,102,93,35,58,16,58,0,227,0
UTTAR PRADESH,AGRA,2001,153,162,66,0,66,203,132,71,63,110,114,327,0
UTTAR PRADESH,ALIGARH,2001,229,242,50,0,50,123,78,45,44,90,54,258,0
UTTAR PRADESH,ALLAHABAD,2001,167,224,42,0,42,96,75,21,56,85,105,226,0
UTTAR PRADESH,AMBEDKAR NAGAR,2001,46,49,19,0,19,29,29,0,14,15,9,87,0
UTTAR PRADESH,AURAIYA,2001,53,53,11,0,11,61,25,36,21,13,7,26,0
UTTAR PRADESH,AZAMGARH,2001,120,103,11,0,11,45,41,4,32,14,15,81,0
UTTAR PRADESH,BADAUN,2001,239,272,47,0,47,82,41,41,62,51,14,76,0
UTTAR PRADESH,BAGHPAT,2001,89,160,15,0,15,31,17,14,20,18,12,64,0
UTTAR PRADESH,BAHRAICH,2001,43,49,14,0,14,28,19,9,19,15,17,62,0
UTTAR PRADESH,BALLIA,2001,55,91,18,0,18,24,17,7,19,7,22,35,0
UTTAR PRADESH,BALRAMPUR,2001,26,28,8,0,8,20,19,1,12,23,11,30,0
UTTAR PRADESH,BANDA,2001,75,53,27,0,27,29,18,11,21,51,18,50,0
UTTAR PRADESH,BARABANKI,2001,88,85,41,0,41,71,55,16,35,37,21,188,0
UTTAR PRADESH,BAREILLY,2001,272,331,93,0,93,144,98,46,57,110,40,421,0
UTTAR PRADESH,BASTI,2001,48,51,18,0,18,28,23,5,22,28,12,48,0
UTTAR PRADESH,BIJNOR,2001,124,113,38,0,38,85,59,26,31,67,38,230,0
UTTAR PRADESH,BULANDSHAHAR,2001,250,209,31,0,31,94,64,30,45,71,219,227,0
UTTAR PRADESH,CHANDOLI,2001,35,30,4,0,4,20,11,9,16,13,0,22,0
UTTAR PRADESH,CHITRAKOOT DHAM,2001,28,16,8,0,8,5,3,2,8,16,4,2,0
UTTAR PRADESH,DEORIA,2001,48,97,7,0,7,39,33,6,27,15,15,44,0
UTTAR PRADESH,ETAH,2001,240,364,57,0,57,118,59,59,68,68,24,156,0
UTTAR PRADESH,ETAWAH,2001,82,92,20,0,20,93,22,71,29,25,26,52,0
